ref_user,ref_movie,rating,ref_cluster,ref_movie_cluster,ref_context1_1,ref_context1_2,ref_context2_1,ref_context2_2,ref_context2_3,ref_context3_1,ref_context3_2,ref_context3_3,ref_context4_1,ref_context4_2,ref_context4_3,ref_context4_4,ref_context4_5,context_vector
55,157,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,162,5,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,166,5,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.0027879027097183666]"
55,172,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,175,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,178,4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,"[0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,190,4,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.04508241195508943]"
55,191,5,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.04508241195508943]"
55,192,4,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.04508241195508943]"
55,193,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
55,194,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,195,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,196,5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,197,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,198,3,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,"[0.025772822374925588, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,212,4,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,"[0.025772822374925588, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,217,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,218,4,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,219,5,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,223,5,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.04508241195508943]"
55,226,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,228,3,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,230,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,253,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3507,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3510,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3515,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3516,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3521,5,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,2021,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3530,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3543,5,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3547,5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3548,5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,3549,5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3552,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,3555,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,3556,5,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,3559,4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3560,5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3563,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
55,3569,3,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.009670968036486927]"
55,3579,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3580,4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3580,4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3589,4,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3590,5,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3592,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,"[-0.04671659729724711, -0.04763267010552214, -0.010321273070884634, -0.04710513268645012]"
55,3187,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3593,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
55,3594,3,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.0027879027097183666]"
55,3598,5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3599,5,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, 0.02015708944041944, -0.061368435861239815]"
55,3601,4,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3602,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3603,3,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3604,3,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3605,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3606,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3501,3,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, 0.02410627350919922]"
55,3610,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3612,4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3617,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3621,3,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3622,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3623,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3627,4,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3630,4,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3631,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3635,5,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3636,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3647,3,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,2015,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3649,5,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3650,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3651,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3653,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,2523,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3658,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3667,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,2716,4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,2271,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3671,4,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3672,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3673,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3674,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3677,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3687,3,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3690,2,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3691,3,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,"[0.025772822374925588, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3692,4,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,"[-0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3693,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3695,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3699,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3700,5,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3701,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3713,3,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3714,4,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,3721,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3722,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3726,4,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
55,3728,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3731,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3735,4,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3737,3,0,3,1,0,0,1,0,0,0,1,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, 0.08169709051830237, -0.061368435861239815]"
55,3738,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
55,3741,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, 0.008183400599361785]"
55,3742,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3743,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.004793418511482976]"
55,3748,4,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3749,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"[-0.04671659729724711, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3750,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3753,5,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3755,4,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.009670968036486927]"
55,3756,5,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3759,3,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.019276864695498004, -0.10282694263639651, 0.01730928848700263, -0.012622613389868934]"
55,3763,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3769,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3770,3,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3781,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3783,5,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3784,4,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3785,4,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3787,4,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, -0.025612529354870874]"
55,3797,4,0,3,1,0,0,1,0,1,0,0,1,0,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, 0.0796440863002981]"
55,3313,5,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0046185391561288135]"
55,3116,5,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,3830,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3831,5,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.06089210799332181, -0.1434938298463291, -0.059792998076363645, 0.0141766471232746]"
55,1889,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3832,3,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3304,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3833,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, 0.0472813298529526]"
55,3835,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
55,3836,4,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3837,4,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,"[-0.02577282237492563, -0.1255018361242227, -0.07815004205127113, -0.061368435861239815]"
55,3841,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,"[0.046716597297247274, -0.12972808136148734, -0.005450580408720426, -0.04710513268645012]"
